,uv_index
0,0.5027209951067819
1,0.22003475556775048
2,0.07438148808707185
3,0.05217908263593543
4,0.03557872593405589
5,0.022865505099007637
6,0.00937485709059313
7,0.004344445968811451
8,0.0034298257648511456
-5,0.003155439703663054
-3,0.0022865505099007636
-4,0.0022408194997027486
-6,0.0017835093977225957
-2,0.0014405268212374811
-7,0.001006082224356336
-1,0.001006082224356336
-9,0.0009374857090593132
-13,0.0008688891937622903
-8,0.0008460236886632825
-18,0.0008231581835642749
-10,0.0007774271733662596
-19,0.0007088306580692367
-21,0.0006630996478712215
-77,0.0006402341427722138
-20,0.0006402341427722138
-11,0.0006173686376732062
-23,0.0005945031325741986
-24,0.0005945031325741986
-14,0.0005716376274751909
-49,0.0005716376274751909
-15,0.0005716376274751909
-22,0.0005716376274751909
-27,0.0005259066172771757
-26,0.000503041112178168
-59,0.000503041112178168
-12,0.000503041112178168
-52,0.0004801756070791604
-44,0.0004801756070791604
-25,0.0004801756070791604
-69,0.0004801756070791604
-90,0.0004573101019801527
-67,0.0004573101019801527
-32,0.0004573101019801527
-48,0.0004344445968811451
-43,0.0004344445968811451
-89,0.0004344445968811451
-54,0.0004344445968811451
-16,0.0004344445968811451
9,0.0004344445968811451
-80,0.0004344445968811451
-81,0.00041157909178213747
-40,0.00041157909178213747
-31,0.00041157909178213747
-38,0.00041157909178213747
-78,0.00041157909178213747
-29,0.00041157909178213747
-82,0.0003887135866831298
-30,0.0003887135866831298
-68,0.0003887135866831298
-17,0.0003887135866831298
-60,0.0003658480815841222
-70,0.0003658480815841222
-28,0.0003658480815841222
-76,0.0003658480815841222
-36,0.0003658480815841222
-75,0.0003658480815841222
-62,0.0003658480815841222
-35,0.0003658480815841222
-79,0.0003658480815841222
-74,0.0003658480815841222
-50,0.00034298257648511456
-47,0.00034298257648511456
-63,0.00034298257648511456
-37,0.00034298257648511456
-39,0.00034298257648511456
-64,0.00034298257648511456
-57,0.0003201170713861069
-61,0.0003201170713861069
-71,0.0003201170713861069
-58,0.0003201170713861069
-41,0.0003201170713861069
-51,0.0003201170713861069
-66,0.0002972515662870993
-106,0.0002972515662870993
-87,0.0002972515662870993
-65,0.0002972515662870993
-92,0.0002972515662870993
-45,0.0002972515662870993
-110,0.0002972515662870993
-88,0.00027438606118809165
-91,0.00027438606118809165
-46,0.00027438606118809165
-85,0.00027438606118809165
-129,0.00027438606118809165
-99,0.00027438606118809165
-34,0.00027438606118809165
-33,0.00027438606118809165
-126,0.00027438606118809165
-108,0.000251520556089084
-94,0.000251520556089084
-72,0.000251520556089084
-136,0.000251520556089084
-103,0.000251520556089084
-95,0.000251520556089084
-73,0.00022865505099007636
-138,0.00022865505099007636
-148,0.00022865505099007636
-42,0.00022865505099007636
-113,0.00022865505099007636
-53,0.00022865505099007636
-83,0.00022865505099007636
-143,0.00022865505099007636
-55,0.00020578954589106874
-192,0.00020578954589106874
-97,0.00020578954589106874
-115,0.00020578954589106874
-84,0.00020578954589106874
-56,0.0001829240407920611
-111,0.0001829240407920611
-112,0.0001829240407920611
-155,0.0001829240407920611
-132,0.0001829240407920611
-153,0.0001829240407920611
-321,0.0001829240407920611
-105,0.0001829240407920611
-125,0.0001829240407920611
-221,0.0001829240407920611
-133,0.0001829240407920611
-151,0.0001829240407920611
-101,0.0001829240407920611
-147,0.0001829240407920611
-158,0.00016005853569305345
-128,0.00016005853569305345
-144,0.00016005853569305345
-212,0.00016005853569305345
-127,0.00016005853569305345
-172,0.00016005853569305345
-120,0.00016005853569305345
-152,0.00016005853569305345
-117,0.00016005853569305345
-141,0.00016005853569305345
-93,0.00016005853569305345
-228,0.00016005853569305345
-100,0.00016005853569305345
-96,0.00016005853569305345
-184,0.00016005853569305345
-86,0.00016005853569305345
-256,0.00013719303059404582
-109,0.00013719303059404582
-179,0.00013719303059404582
-226,0.00013719303059404582
-175,0.00013719303059404582
-174,0.00013719303059404582
-98,0.00013719303059404582
-119,0.00013719303059404582
-122,0.00013719303059404582
-135,0.00013719303059404582
-187,0.00013719303059404582
-118,0.00013719303059404582
-164,0.00013719303059404582
-123,0.00013719303059404582
-159,0.00013719303059404582
-157,0.00013719303059404582
-104,0.00013719303059404582
-241,0.00011432752549503818
-160,0.00011432752549503818
-114,0.00011432752549503818
-273,0.00011432752549503818
-180,0.00011432752549503818
-183,0.00011432752549503818
-134,0.00011432752549503818
-210,0.00011432752549503818
-196,0.00011432752549503818
-142,0.00011432752549503818
-237,0.00011432752549503818
-165,0.00011432752549503818
-300,0.00011432752549503818
-224,0.00011432752549503818
-319,0.00011432752549503818
-162,0.00011432752549503818
-130,0.00011432752549503818
-124,0.00011432752549503818
-140,0.00011432752549503818
-208,0.00011432752549503818
-232,0.00011432752549503818
-163,0.00011432752549503818
-116,0.00011432752549503818
-197,0.00011432752549503818
-249,9.146202039603055e-05
-216,9.146202039603055e-05
-280,9.146202039603055e-05
-312,9.146202039603055e-05
10,9.146202039603055e-05
-214,9.146202039603055e-05
