valid_time_gmt,wc
2014-01-22 14:51:00,3.0
2014-01-22 15:51:00,3.0
2014-01-22 16:51:00,4.0
2014-01-22 17:51:00,1.0
2014-01-22 18:51:00,-1.0
2014-01-22 19:51:00,-2.0
2014-01-22 20:51:00,-4.0
2014-01-22 21:51:00,-2.0
2014-01-22 22:51:00,-5.0
2014-01-22 23:51:00,-7.0
2014-01-23 00:51:00,-6.0
2014-01-23 01:51:00,-7.0
2014-01-23 02:51:00,-4.0
2014-01-23 03:51:00,-2.0
2014-01-23 04:51:00,-4.0
2014-01-23 05:51:00,-4.0
2014-01-23 06:51:00,-4.0
2014-01-23 07:51:00,-3.0
2014-01-23 08:51:00,-5.0
2014-01-23 09:51:00,-2.0
2014-01-23 10:51:00,-1.0
2014-01-23 11:51:00,4.0
2014-01-23 12:51:00,3.0
2014-01-23 13:51:00,6.0
2014-01-23 14:51:00,6.0
2014-01-23 15:51:00,7.0
2014-01-23 16:51:00,5.0
2014-01-23 17:51:00,4.0
2014-01-23 18:51:00,6.0
2014-01-23 19:51:00,4.0
2014-01-23 20:51:00,3.0
2014-01-23 21:51:00,4.0
2014-01-23 22:51:00,2.0
2014-01-23 23:51:00,1.0
2014-01-24 00:51:00,-2.0
2014-01-24 01:51:00,0.0
2014-01-24 02:51:00,-2.0
2014-01-24 03:51:00,-3.0
2014-01-24 04:51:00,-3.0
2014-01-24 05:51:00,-5.0
2014-01-24 06:51:00,-5.0
2014-01-24 07:51:00,-6.0
2014-01-24 08:51:00,-5.0
2014-01-24 09:51:00,-4.0
2014-01-24 10:51:00,-1.0
2014-01-24 11:51:00,1.0
2014-01-24 12:51:00,3.0
2014-01-24 13:51:00,11.0
2014-01-24 14:51:00,8.0
2014-01-24 15:51:00,6.0
2014-01-24 16:51:00,5.0
2014-01-24 17:51:00,5.0
2014-01-24 18:51:00,2.0
2014-01-24 19:51:00,2.0
2014-01-24 20:51:00,1.0
2014-01-24 21:51:00,4.0
2014-01-24 22:51:00,4.0
2014-01-24 23:51:00,6.0
2014-01-25 00:51:00,5.0
2014-01-25 01:51:00,5.0
2014-01-25 02:51:00,4.0
2014-01-25 03:51:00,6.0
2014-01-25 04:51:00,9.0
2014-01-25 05:51:00,7.0
2014-01-25 06:51:00,9.0
2014-01-25 07:51:00,10.0
2014-01-25 08:51:00,10.0
2014-01-25 09:51:00,11.0
2014-01-25 18:20:00,11.0
2014-01-26 01:51:00,11.0
2014-01-26 02:51:00,10.0
2014-01-26 03:51:00,5.0
2014-01-26 04:51:00,4.0
2014-01-26 05:51:00,3.0
2014-01-26 06:51:00,1.0
2014-01-26 07:51:00,5.0
2014-01-26 08:51:00,3.0
2014-01-26 09:51:00,4.0
2014-01-26 10:51:00,8.0
2014-01-26 11:51:00,9.0
2014-01-26 12:51:00,8.0
2014-01-26 13:51:00,9.0
2014-01-26 14:51:00,9.0
2014-01-26 15:12:00,8.0
2014-01-26 15:18:00,9.0
2014-01-26 15:43:00,10.0
2014-01-26 15:51:00,10.0
2014-01-27 20:51:00,11.0
2014-01-27 21:51:00,11.0
2014-01-27 22:51:00,8.0
2014-01-27 23:51:00,8.0
2014-01-28 00:51:00,4.0
2014-01-28 01:51:00,4.0
2014-01-28 02:51:00,5.0
2014-01-28 03:51:00,2.0
2014-01-28 04:51:00,0.0
2014-01-28 05:51:00,-1.0
2014-01-28 06:51:00,-3.0
2014-01-28 07:51:00,-1.0
2014-01-28 08:51:00,-4.0
2014-01-28 09:51:00,-2.0
2014-01-28 10:51:00,3.0
2014-01-28 11:51:00,4.0
2014-01-28 12:51:00,6.0
2014-01-28 13:51:00,10.0
2014-01-28 14:51:00,11.0
2014-01-28 15:51:00,11.0
2014-01-28 16:51:00,9.0
2014-01-28 17:51:00,10.0
2014-01-28 23:51:00,10.0
2014-01-29 00:51:00,9.0
2014-01-29 01:32:00,6.0
2014-01-29 01:34:00,6.0
2014-01-29 01:51:00,5.0
2014-01-29 02:20:00,6.0
2014-01-29 02:44:00,5.0
2014-01-29 02:49:00,6.0
2014-01-29 02:51:00,4.0
2014-01-29 03:25:00,4.0
2014-01-29 03:35:00,4.0
2014-01-29 03:51:00,2.0
2014-01-29 04:51:00,3.0
2014-01-29 04:56:00,5.0
2014-01-29 05:51:00,2.0
2014-01-29 06:51:00,1.0
2014-01-29 07:51:00,0.0
2014-01-29 08:51:00,2.0
2014-01-29 09:51:00,2.0
2014-01-29 10:51:00,1.0
2014-01-29 11:51:00,7.0
2014-01-29 12:51:00,8.0
2014-01-29 13:51:00,10.0
2014-01-29 16:51:00,8.0
2014-01-29 17:51:00,9.0
2014-01-29 18:51:00,7.0
2014-01-29 19:51:00,6.0
2014-01-29 20:51:00,5.0
2014-01-29 21:51:00,8.0
2014-01-29 22:51:00,10.0
2014-01-29 23:51:00,8.0
2014-01-30 00:51:00,7.0
2014-01-30 01:51:00,10.0
2014-01-30 02:51:00,9.0
2014-01-30 03:51:00,10.0
2014-01-30 04:51:00,11.0
2014-01-30 05:51:00,9.0
2014-01-30 06:51:00,8.0
2014-01-30 07:51:00,7.0
2014-01-30 08:51:00,9.0
2014-01-30 09:51:00,11.0
2014-02-06 07:51:00,11.0
2014-02-06 08:43:00,11.0
2014-02-08 05:51:00,11.0
2014-02-08 07:51:00,10.0
2014-02-09 06:51:00,10.0
2014-02-10 04:51:00,9.0
2014-02-10 05:51:00,8.0
2014-02-10 06:51:00,9.0
2014-02-10 07:51:00,9.0
2014-02-10 08:51:00,9.0
2014-02-10 09:51:00,11.0
2014-02-11 00:51:00,10.0
2014-02-11 01:51:00,9.0
2014-02-11 02:51:00,8.0
2014-02-11 03:51:00,7.0
2014-02-11 04:51:00,4.0
2014-02-11 05:51:00,2.0
2014-02-11 06:51:00,4.0
2014-02-11 07:51:00,4.0
2014-02-11 08:51:00,7.0
2014-02-11 09:51:00,8.0
2014-02-11 10:51:00,10.0
2014-02-11 18:51:00,10.0
2014-02-11 19:51:00,9.0
2014-02-11 20:51:00,8.0
2014-02-11 21:51:00,9.0
2014-02-11 22:51:00,7.0
2014-02-11 23:51:00,7.0
2014-02-12 00:51:00,7.0
2014-02-12 01:51:00,6.0
2014-02-12 02:51:00,6.0
2014-02-12 03:51:00,4.0
2014-02-12 04:51:00,3.0
2014-02-12 05:51:00,0.0
2014-02-12 06:51:00,0.0
2014-02-12 07:51:00,3.0
2014-02-12 08:51:00,5.0
2014-02-12 09:51:00,6.0
2014-02-12 10:51:00,8.0
2014-02-12 11:51:00,7.0
2014-02-12 12:51:00,8.0
2014-02-16 02:51:00,11.0
2014-02-16 04:51:00,10.0
2014-02-16 05:51:00,10.0
2014-02-16 06:51:00,9.0
2014-02-16 07:51:00,8.0
2014-02-16 08:51:00,11.0
2014-02-16 19:51:00,11.0
2014-02-16 20:51:00,10.0
2014-02-16 21:51:00,11.0
2014-02-16 22:51:00,8.0
2014-02-16 23:51:00,7.0
2014-02-17 00:51:00,7.0
2014-02-17 01:51:00,6.0
2014-02-17 02:51:00,9.0
2014-02-17 03:51:00,7.0
2014-02-17 04:51:00,8.0
2014-02-17 05:51:00,6.0
2014-02-17 06:51:00,4.0
2014-02-17 07:51:00,6.0
2014-02-17 08:51:00,8.0
2014-02-17 09:51:00,10.0
2014-02-27 00:51:00,11.0
2014-02-27 03:51:00,9.0
2014-02-27 04:51:00,11.0
2014-02-27 05:51:00,11.0
2014-02-27 19:51:00,9.0
2014-02-27 20:51:00,5.0
2014-02-27 21:51:00,2.0
2014-02-27 22:51:00,-2.0
2014-02-27 23:51:00,-2.0
2014-02-28 00:51:00,-4.0
2014-02-28 01:51:00,-6.0
2014-02-28 02:51:00,-7.0
2014-02-28 03:51:00,-6.0
2014-02-28 04:51:00,-6.0
2014-02-28 05:51:00,-8.0
2014-02-28 06:51:00,-5.0
2014-02-28 07:51:00,-5.0
2014-02-28 08:51:00,1.0
2014-02-28 09:51:00,4.0
2014-02-28 10:51:00,8.0
2014-02-28 11:51:00,11.0
2014-02-28 12:51:00,8.0
2014-02-28 13:51:00,11.0
2014-03-03 04:51:00,9.0
2014-03-03 05:22:00,7.0
2014-03-03 05:51:00,9.0
2014-03-03 06:22:00,10.0
2014-03-03 06:51:00,8.0
2014-03-03 07:51:00,10.0
2014-03-03 08:51:00,8.0
2014-03-03 09:51:00,10.0
2014-03-03 10:51:00,8.0
2014-03-03 11:51:00,9.0
2014-03-03 12:51:00,11.0
2014-03-03 13:51:00,6.0
2014-03-03 14:51:00,9.0
2014-03-03 16:51:00,10.0
2014-03-03 17:51:00,10.0
2014-03-03 20:51:00,9.0
2014-03-03 21:51:00,8.0
2014-03-03 22:51:00,7.0
2014-03-03 23:51:00,7.0
2014-03-04 00:51:00,8.0
2014-03-04 01:51:00,5.0
2014-03-04 02:51:00,4.0
2014-03-04 03:51:00,3.0
2014-03-04 04:51:00,-2.0
2014-03-04 05:51:00,2.0
2014-03-04 06:51:00,-1.0
2014-03-04 07:51:00,6.0
2014-03-04 08:51:00,5.0
2014-03-04 09:51:00,11.0
2014-03-06 02:51:00,9.0
2014-03-06 03:51:00,6.0
2014-03-06 04:51:00,7.0
2014-03-06 05:51:00,2.0
2014-03-06 06:51:00,0.0
2014-03-06 07:51:00,4.0
2014-03-06 08:51:00,8.0
2014-03-06 09:51:00,9.0
2014-03-13 02:27:00,11.0
2014-03-13 03:51:00,7.0
2014-03-13 04:51:00,4.0
2014-03-13 05:51:00,3.0
2014-03-13 06:51:00,2.0
2014-03-13 07:51:00,1.0
2014-03-13 08:51:00,3.0
2014-03-13 09:51:00,2.0
2014-03-13 10:51:00,2.0
2014-03-13 11:51:00,5.0
2014-03-13 12:51:00,6.0
2014-03-13 13:51:00,8.0
2014-03-13 17:51:00,11.0
2014-03-13 18:51:00,11.0
2014-03-13 19:51:00,9.0
2014-03-13 20:51:00,10.0
2014-03-13 21:51:00,6.0
2014-03-13 22:51:00,7.0
2014-03-13 23:51:00,7.0
2014-03-14 00:51:00,7.0
2014-03-14 01:51:00,9.0
2014-03-14 02:51:00,10.0
2014-03-14 04:51:00,11.0
2014-03-15 15:51:00,10.0
2014-03-24 01:51:00,9.0
2014-03-24 02:51:00,10.0
2014-03-24 03:51:00,9.0
2014-03-24 04:51:00,9.0
2014-03-24 05:51:00,10.0
2014-03-24 06:51:00,10.0
2014-03-24 07:51:00,10.0
2014-03-26 22:51:00,11.0
2014-03-26 23:51:00,10.0
2014-03-27 00:51:00,11.0
2014-03-27 01:51:00,11.0
2014-03-27 04:51:00,11.0
2014-03-27 07:51:00,11.0
2014-11-18 20:51:00,11.0
2014-11-18 21:51:00,10.0
2014-11-18 22:51:00,11.0
2014-11-18 23:51:00,10.0
2014-11-19 00:51:00,11.0
2014-11-19 01:51:00,9.0
2014-11-19 02:51:00,10.0
2014-11-19 03:51:00,10.0
2014-11-19 04:51:00,10.0
2014-11-19 05:51:00,10.0
2014-11-19 06:51:00,9.0
2015-01-05 20:51:00,11.0
2015-01-05 21:51:00,11.0
2015-01-05 22:51:00,9.0
2015-01-05 23:51:00,9.0
2015-01-06 00:51:00,8.0
2015-01-06 01:51:00,6.0
2015-01-06 02:51:00,7.0
2015-01-06 03:51:00,8.0
2015-01-06 04:51:00,11.0
2015-01-06 05:51:00,10.0
2015-01-06 06:51:00,9.0
2015-01-06 09:05:00,11.0
2015-01-06 09:51:00,10.0
2015-01-06 10:48:00,11.0
2015-01-06 11:18:00,11.0
2015-01-06 11:27:00,10.0
2015-01-06 11:44:00,8.0
2015-01-06 11:51:00,10.0
2015-01-06 12:44:00,9.0
2015-01-06 12:51:00,10.0
2015-01-06 18:51:00,11.0
2015-01-06 19:51:00,10.0
2015-01-06 20:51:00,9.0
2015-01-06 21:51:00,8.0
2015-01-06 23:51:00,9.0
2015-01-07 00:51:00,11.0
2015-01-07 01:51:00,9.0
2015-01-07 02:51:00,7.0
2015-01-07 03:51:00,9.0
2015-01-07 05:51:00,9.0
2015-01-07 06:51:00,9.0
2015-01-07 07:51:00,7.0
2015-01-07 08:51:00,5.0
2015-01-07 09:51:00,8.0
2015-01-07 10:51:00,9.0
2015-01-07 11:51:00,8.0
2015-01-07 12:51:00,6.0
2015-01-07 13:51:00,8.0
2015-01-07 14:51:00,11.0
2015-01-07 15:15:00,5.0
2015-01-07 15:20:00,4.0
2015-01-07 15:51:00,7.0
2015-01-07 16:51:00,4.0
2015-01-07 17:51:00,-3.0
2015-01-07 18:51:00,-4.0
2015-01-07 19:51:00,-7.0
2015-01-07 20:51:00,-10.0
2015-01-07 21:51:00,-10.0
2015-01-07 22:51:00,-10.0
2015-01-07 23:51:00,-7.0
2015-01-08 00:51:00,-9.0
2015-01-08 01:51:00,-11.0
2015-01-08 02:51:00,-8.0
2015-01-08 03:51:00,-6.0
2015-01-08 04:51:00,-7.0
2015-01-08 05:51:00,-8.0
2015-01-08 06:51:00,-3.0
2015-01-08 07:51:00,-7.0
2015-01-08 08:51:00,-6.0
2015-01-08 09:51:00,-3.0
2015-01-08 10:51:00,-1.0
2015-01-08 11:51:00,3.0
2015-01-08 12:51:00,7.0
2015-01-08 13:51:00,7.0
2015-01-08 14:51:00,7.0
2015-01-08 15:51:00,8.0
2015-01-08 16:51:00,7.0
2015-01-08 17:51:00,7.0
2015-01-08 18:51:00,5.0
2015-01-08 19:51:00,2.0
2015-01-08 20:51:00,4.0
2015-01-08 21:51:00,3.0
2015-01-08 22:51:00,4.0
2015-01-08 23:51:00,3.0
2015-01-09 00:51:00,7.0
2015-01-09 01:51:00,7.0
2015-01-09 02:51:00,7.0
2015-01-09 03:51:00,11.0
2015-01-09 07:01:00,9.0
2015-01-09 07:42:00,9.0
2015-01-09 07:51:00,11.0
2015-01-09 08:46:00,10.0
2015-01-09 08:51:00,11.0
2015-01-09 23:51:00,11.0
2015-01-10 00:51:00,11.0
2015-01-10 01:51:00,8.0
2015-01-10 02:51:00,5.0
2015-01-10 03:51:00,6.0
2015-01-10 04:51:00,4.0
2015-01-10 05:51:00,4.0
2015-01-10 06:51:00,1.0
2015-01-10 07:51:00,2.0
2015-01-10 08:51:00,3.0
2015-01-10 09:51:00,3.0
2015-01-10 10:51:00,4.0
2015-01-10 11:51:00,7.0
2015-01-10 12:51:00,6.0
2015-01-10 13:51:00,9.0
2015-01-10 16:51:00,9.0
2015-01-10 17:51:00,8.0
2015-01-10 18:51:00,10.0
2015-01-10 19:51:00,8.0
2015-01-10 20:51:00,6.0
2015-01-10 21:51:00,6.0
2015-01-10 22:51:00,7.0
2015-01-10 23:51:00,6.0
2015-01-11 00:51:00,7.0
2015-01-11 01:51:00,9.0
2015-01-11 02:51:00,7.0
2015-01-11 03:51:00,10.0
2015-01-13 09:51:00,11.0
2015-01-13 10:51:00,9.0
2015-01-13 11:51:00,8.0
2015-01-13 12:51:00,9.0
2015-01-13 13:51:00,9.0
2015-01-13 14:51:00,11.0
2015-01-13 15:51:00,11.0
2015-01-13 16:51:00,8.0
2015-01-13 17:51:00,9.0
2015-01-13 18:51:00,6.0
2015-01-13 19:51:00,8.0
2015-01-13 20:51:00,7.0
2015-01-13 21:51:00,6.0
2015-01-13 22:51:00,8.0
2015-01-13 23:51:00,5.0
2015-01-14 00:51:00,4.0
2015-01-14 01:51:00,6.0
2015-01-14 02:51:00,5.0
2015-01-14 03:51:00,6.0
2015-01-14 04:48:00,6.0
2015-01-14 04:51:00,7.0
2015-01-14 05:18:00,6.0
2015-01-14 05:51:00,8.0
2015-01-14 06:51:00,7.0
2015-01-14 07:20:00,9.0
2015-01-14 07:39:00,9.0
2015-01-14 07:51:00,9.0
2015-01-14 08:51:00,9.0
2015-01-16 19:51:00,10.0
2015-01-16 20:51:00,7.0
2015-01-16 21:51:00,7.0
2015-01-16 22:51:00,6.0
2015-01-16 23:51:00,5.0
2015-01-17 00:51:00,5.0
2015-01-17 01:51:00,4.0
2015-01-17 02:51:00,6.0
2015-01-17 03:51:00,6.0
2015-01-17 04:51:00,3.0
2015-01-17 05:51:00,5.0
2015-01-17 06:51:00,5.0
2015-01-17 07:51:00,5.0
2015-01-17 08:51:00,5.0
2015-01-26 04:51:00,11.0
2015-01-26 05:51:00,10.0
2015-01-26 06:51:00,9.0
2015-01-26 07:51:00,9.0
2015-01-26 08:39:00,10.0
2015-01-26 08:42:00,11.0
2015-01-26 08:51:00,11.0
2015-01-26 09:51:00,9.0
2015-01-26 10:51:00,9.0
2015-01-26 11:17:00,6.0
2015-01-26 11:51:00,5.0
2015-01-26 12:47:00,8.0
2015-01-26 12:51:00,9.0
2015-01-26 13:07:00,7.0
2015-01-26 13:15:00,9.0
2015-01-26 13:51:00,9.0
2015-01-26 14:51:00,11.0
2015-01-26 15:51:00,11.0
2015-01-26 16:51:00,11.0
2015-01-26 17:37:00,11.0
2015-01-27 01:51:00,11.0
2015-01-27 02:51:00,8.0
2015-01-27 03:17:00,6.0
2015-01-27 03:51:00,5.0
2015-01-27 04:21:00,6.0
2015-01-27 04:51:00,5.0
2015-01-27 05:28:00,7.0
2015-01-27 05:51:00,4.0
2015-01-27 06:34:00,6.0
2015-01-27 06:51:00,7.0
2015-01-27 07:51:00,7.0
2015-01-27 08:51:00,8.0
2015-01-27 09:16:00,8.0
2015-01-27 09:51:00,8.0
2015-01-27 10:00:00,9.0
2015-01-27 10:51:00,10.0
2015-01-27 11:51:00,11.0
2015-01-27 21:51:00,9.0
2015-01-27 22:51:00,8.0
2015-01-27 23:51:00,6.0
2015-01-28 00:51:00,5.0
2015-01-28 01:51:00,5.0
2015-01-28 02:51:00,2.0
2015-01-28 03:51:00,4.0
2015-01-28 04:51:00,2.0
2015-01-28 05:51:00,3.0
2015-01-28 06:51:00,4.0
2015-01-28 07:51:00,4.0
2015-01-28 08:51:00,6.0
2015-01-28 09:51:00,9.0
2015-01-30 19:51:00,8.0
2015-01-30 20:51:00,6.0
2015-01-30 21:51:00,5.0
2015-01-30 22:51:00,3.0
2015-01-30 23:51:00,2.0
2015-01-31 00:51:00,1.0
2015-01-31 01:51:00,-1.0
2015-01-31 02:51:00,3.0
2015-01-31 03:51:00,0.0
2015-01-31 04:51:00,0.0
2015-01-31 05:51:00,-4.0
2015-01-31 06:51:00,-8.0
2015-01-31 07:51:00,-5.0
2015-01-31 08:51:00,-4.0
2015-01-31 09:51:00,-1.0
2015-01-31 10:51:00,2.0
2015-01-31 11:51:00,4.0
2015-01-31 12:51:00,7.0
2015-01-31 13:51:00,10.0
2015-01-31 14:51:00,10.0
2015-01-31 16:51:00,10.0
2015-01-31 17:51:00,10.0
2015-01-31 18:51:00,10.0
2015-01-31 19:51:00,7.0
2015-01-31 20:51:00,8.0
2015-01-31 21:51:00,7.0
2015-01-31 22:51:00,9.0
2015-01-31 23:51:00,11.0
2015-02-01 00:51:00,9.0
2015-02-01 01:51:00,10.0
2015-02-02 15:39:00,11.0
2015-02-02 16:51:00,9.0
2015-02-02 17:51:00,8.0
2015-02-02 18:51:00,11.0
2015-02-02 19:47:00,8.0
2015-02-02 19:51:00,8.0
2015-02-02 20:51:00,3.0
2015-02-02 21:51:00,-1.0
2015-02-02 22:51:00,-3.0
2015-02-02 23:51:00,0.0
2015-02-03 00:51:00,-3.0
2015-02-03 01:51:00,-2.0
2015-02-03 02:51:00,-2.0
2015-02-03 03:51:00,-2.0
2015-02-03 04:51:00,-1.0
2015-02-03 05:51:00,2.0
2015-02-03 06:51:00,3.0
2015-02-03 07:51:00,0.0
2015-02-03 08:51:00,4.0
2015-02-03 09:51:00,11.0
2015-02-03 10:51:00,7.0
2015-02-03 11:51:00,11.0
2015-02-05 14:51:00,11.0
2015-02-05 15:51:00,10.0
2015-02-05 16:51:00,8.0
2015-02-05 17:51:00,5.0
2015-02-05 18:51:00,4.0
2015-02-05 19:51:00,2.0
2015-02-05 20:51:00,2.0
2015-02-05 21:51:00,0.0
2015-02-05 22:51:00,-2.0
2015-02-05 23:51:00,-3.0
2015-02-06 00:51:00,-1.0
2015-02-06 01:51:00,-2.0
2015-02-06 02:51:00,-4.0
2015-02-06 03:51:00,-4.0
2015-02-06 04:51:00,-2.0
2015-02-06 05:51:00,-1.0
2015-02-06 06:51:00,-1.0
2015-02-06 07:51:00,1.0
2015-02-06 08:51:00,3.0
2015-02-06 09:51:00,4.0
2015-02-06 10:51:00,7.0
2015-02-06 11:51:00,6.0
2015-02-06 12:51:00,9.0
2015-02-06 13:51:00,9.0
2015-02-11 06:51:00,9.0
2015-02-11 07:51:00,10.0
2015-02-11 08:51:00,11.0
2015-02-12 21:51:00,10.0
2015-02-12 22:51:00,3.0
2015-02-12 23:51:00,-1.0
2015-02-13 00:51:00,-2.0
2015-02-13 01:51:00,-5.0
2015-02-13 02:51:00,-7.0
2015-02-13 03:51:00,-11.0
2015-02-13 04:51:00,-7.0
2015-02-13 05:51:00,-10.0
2015-02-13 06:51:00,-13.0
2015-02-13 07:51:00,-8.0
2015-02-13 08:51:00,-7.0
2015-02-13 09:51:00,-7.0
