valid_time_gmt,wspd
2013-11-23 18:51:00,30.0
2013-11-23 19:56:00,29.0
2013-11-23 20:01:00,30.0
2013-11-23 22:51:00,29.0
2013-11-24 03:51:00,30.0
2013-11-24 04:51:00,28.0
2013-11-24 09:51:00,31.0
2013-11-24 10:51:00,30.0
2013-11-24 11:51:00,29.0
2013-11-24 12:51:00,28.0
2013-11-24 13:51:00,28.0
2013-11-24 14:51:00,28.0
2013-11-28 00:51:00,28.0
2013-12-14 21:00:00,29.0
2013-12-15 03:34:00,28.0
2014-01-06 20:51:00,28.0
2014-01-06 23:51:00,30.0
2014-01-07 05:51:00,28.0
2014-01-22 09:51:00,28.0
2014-02-13 08:18:00,30.0
2014-02-13 08:26:00,30.0
2014-02-13 09:02:00,28.0
2014-02-13 09:16:00,28.0
2014-02-13 09:51:00,31.0
2014-02-13 10:19:00,30.0
2014-02-13 10:51:00,30.0
2014-02-13 11:01:00,29.0
2014-02-13 11:22:00,29.0
2014-02-13 11:43:00,29.0
2014-02-13 11:51:00,29.0
2014-02-13 12:07:00,28.0
2014-02-13 12:16:00,28.0
2014-02-13 12:51:00,29.0
2014-02-14 14:51:00,31.0
2014-02-27 18:51:00,32.0
2014-02-27 22:51:00,29.0
2014-03-12 22:35:00,31.0
2014-03-12 23:44:00,28.0
2014-03-13 02:27:00,28.0
2014-03-13 03:51:00,28.0
2014-03-13 04:51:00,31.0
2014-03-13 05:51:00,29.0
2014-03-13 06:51:00,28.0
2014-03-13 09:51:00,29.0
2014-03-13 10:51:00,31.0
2014-03-13 12:51:00,28.0
2014-03-13 13:51:00,32.0
2014-03-13 16:51:00,29.0
2014-03-13 17:51:00,28.0
2014-03-26 09:51:00,28.0
2014-03-26 10:51:00,32.0
2014-03-26 12:51:00,28.0
2014-03-26 14:51:00,31.0
2014-03-26 16:51:00,29.0
2014-04-05 11:51:00,29.0
2014-04-09 17:51:00,30.0
2014-04-15 12:51:00,29.0
2014-04-23 16:51:00,28.0
2014-04-23 17:51:00,33.0
2014-07-08 22:24:00,30.0
2014-08-31 16:48:00,28.0
2014-11-02 03:51:00,29.0
2014-11-02 04:09:00,29.0
2014-11-02 05:51:00,33.0
2014-11-02 10:51:00,29.0
2014-11-02 16:51:00,29.0
2014-11-07 18:51:00,28.0
2014-11-24 05:51:00,31.0
2014-12-09 13:51:00,30.0
2015-01-05 11:51:00,28.0
2015-01-07 08:51:00,28.0
2015-01-07 17:51:00,30.0
2015-01-16 13:51:00,28.0
2015-01-16 15:51:00,28.0
2015-01-16 18:51:00,32.0
2015-01-16 19:51:00,29.0
2015-01-16 20:51:00,28.0
2015-01-26 17:37:00,29.0
2015-01-30 17:51:00,28.0
2015-01-30 18:51:00,30.0
2015-01-30 19:51:00,32.0
2015-01-30 21:51:00,28.0
