,vis
10.0,0.7840736362100996
2.0,0.03052693801722682
4.0,0.025206890727917583
3.0,0.02360243202161797
5.0,0.02244131058942746
7.0,0.021385745651072454
1.0,0.02100574227326465
9.0,0.02075240668805945
6.0,0.020119067725046444
8.0,0.016867927714913022
0.75,0.005066711704104036
0.5,0.0041800371558858304
0.25,0.0029978044249282217
0.12,0.001266677926026009
0.06,0.00033778078027360244
0.0,6.333389630130046e-05
