valid_time_gmt,temp
2017-06-20 11:53:00,86
2017-06-20 12:53:00,87
2017-06-20 13:53:00,85
2017-06-20 14:53:00,86
2017-06-20 15:53:00,85
2017-06-20 16:53:00,82
2017-06-20 17:53:00,79
2017-06-21 11:53:00,80
2017-06-21 12:53:00,85
2017-06-21 13:53:00,89
2017-06-21 14:53:00,91
2017-06-21 15:53:00,85
2017-06-21 16:53:00,85
2017-06-21 17:53:00,85
2017-06-21 18:53:00,84
2017-06-21 19:53:00,81
2017-06-22 08:53:00,80
2017-06-22 09:53:00,82
2017-06-22 10:53:00,88
2017-06-22 11:53:00,93
2017-06-22 12:53:00,95
2017-06-22 13:53:00,94
2017-06-22 14:53:00,95
2017-06-22 15:53:00,91
2017-06-22 16:53:00,88
2017-06-22 17:53:00,84
2017-06-22 18:53:00,80
2017-06-23 11:53:00,80
2017-06-23 12:53:00,81
2017-06-23 13:53:00,82
2017-06-23 14:53:00,81
2017-06-23 15:53:00,80
2017-06-23 16:53:00,78
