valid_time_gmt,min_temp
2017-01-06 23:53:00,31.0
2017-01-16 23:53:00,35.0
2017-01-25 23:53:00,35.0
2017-01-28 23:53:00,34.0
2017-02-24 23:53:00,35.0
2017-06-19 00:53:00,70.0
2017-06-20 00:53:00,68.0
2017-06-23 00:53:00,67.0
