,vis
10.0,0.8004420805415486
2.0,0.03702424535470056
1.0,0.025327531026225508
8.0,0.018166747254265387
9.0,0.017798346802974832
7.0,0.017291796182450324
6.0,0.017222721097833345
3.0,0.01683129561833713
5.0,0.016324744997812623
4.0,0.010775713200248671
0.5,0.008887660887384586
0.25,0.007344983997605397
0.75,0.004858280951394165
0.12,0.0010591512974603395
0.0,0.0005756257051414888
