valid_time_gmt,max_temp
2012-03-08 03:53:00,47.0
2012-03-17 22:53:00,49.0
2012-03-18 04:53:00,43.0
2012-03-18 10:53:00,49.0
2012-03-19 04:53:00,45.0
2012-03-20 04:53:00,48.0
2012-03-25 22:53:00,48.0
2012-03-26 04:53:00,47.0
2012-04-14 04:53:00,47.0
2012-04-20 16:53:00,95.0
2012-04-20 22:53:00,89.0
2012-04-21 00:53:00,95.0
2012-05-20 16:53:00,92.0
2012-05-20 22:53:00,89.0
2012-05-21 00:53:00,92.0
2012-06-17 16:53:00,89.0
2012-06-18 00:53:00,89.0
