valid_time_gmt,precip_total
2014-05-28 06:51:00,1.18
2014-07-01 06:51:00,1.87
2014-08-05 06:51:00,1.89
2014-08-11 06:51:00,1.16
2014-08-22 06:51:00,4.22
2014-10-15 06:53:00,1.2
2015-06-14 06:53:00,1.44
2015-06-16 06:53:00,1.75
2015-09-19 06:53:00,1.7
2016-07-24 06:53:00,1.33
2016-08-13 06:53:00,2.25
2016-08-19 06:53:00,1.2
2016-10-02 06:53:00,1.29
2017-03-01 05:53:00,1.5
2017-03-30 06:53:00,1.33
2017-04-06 06:53:00,1.35
2017-04-30 06:53:00,1.88
