,wdir_cardinal
S,0.24741945573975602
CALM,0.2158273381294964
SE,0.11041601501407569
SSE,0.10290897716609321
ESE,0.08914607444479199
E,0.04973412574288395
VAR,0.04598060681889271
SSW,0.03346887707225524
NNW,0.019080387863622147
W,0.01876759461995621
WNW,0.01563966218329684
NW,0.013450109477635284
N,0.012198936502971536
SW,0.009071004066312168
WSW,0.007194244604316547
ENE,0.005317485142320926
NNE,0.0028151391929934315
NE,0.0015639662183296842
