,uv_index
0,0.8270253362527369
-5,0.008758210822646231
-4,0.005317485142320926
-16,0.003440725680325305
-76,0.003440725680325305
-17,0.0031279324366593683
-6,0.0031279324366593683
-7,0.0025023459493274947
-11,0.002189552705661558
-8,0.002189552705661558
-3,0.002189552705661558
-2,0.001876759461995621
-53,0.001876759461995621
-186,0.0015639662183296842
-163,0.0015639662183296842
-62,0.0012511729746637473
-21,0.0012511729746637473
-1,0.0012511729746637473
-43,0.0012511729746637473
-47,0.0012511729746637473
-185,0.0012511729746637473
-120,0.0012511729746637473
-258,0.0012511729746637473
-143,0.0012511729746637473
-26,0.0012511729746637473
-10,0.0012511729746637473
-13,0.0009383797309978105
-275,0.0009383797309978105
-246,0.0009383797309978105
-39,0.0009383797309978105
-51,0.0009383797309978105
-59,0.0009383797309978105
-63,0.0009383797309978105
-42,0.0009383797309978105
-75,0.0009383797309978105
-77,0.0009383797309978105
-81,0.0009383797309978105
-87,0.0009383797309978105
-140,0.0009383797309978105
-202,0.0009383797309978105
-144,0.0009383797309978105
-48,0.0009383797309978105
-182,0.0009383797309978105
-14,0.0009383797309978105
-135,0.0009383797309978105
-9,0.0009383797309978105
-272,0.0009383797309978105
-84,0.0009383797309978105
-74,0.0009383797309978105
-12,0.0006255864873318737
-466,0.0006255864873318737
-99,0.0006255864873318737
-332,0.0006255864873318737
-206,0.0006255864873318737
-336,0.0006255864873318737
-105,0.0006255864873318737
-432,0.0006255864873318737
-417,0.0006255864873318737
-486,0.0006255864873318737
-366,0.0006255864873318737
-117,0.0006255864873318737
-178,0.0006255864873318737
-176,0.0006255864873318737
-166,0.0006255864873318737
-133,0.0006255864873318737
-208,0.0006255864873318737
-306,0.0006255864873318737
-330,0.0006255864873318737
-15,0.0006255864873318737
-282,0.0006255864873318737
-65,0.0006255864873318737
-266,0.0006255864873318737
-55,0.0006255864873318737
-521,0.0006255864873318737
-49,0.0006255864873318737
-28,0.0006255864873318737
-228,0.0006255864873318737
-162,0.0006255864873318737
-485,0.0006255864873318737
-463,0.0006255864873318737
-24,0.0006255864873318737
-20,0.0006255864873318737
-46,0.0006255864873318737
-184,0.0006255864873318737
-327,0.0006255864873318737
-223,0.0006255864873318737
-60,0.0006255864873318737
-319,0.0006255864873318737
-239,0.0006255864873318737
-112,0.0006255864873318737
-108,0.0006255864873318737
-265,0.0006255864873318737
-269,0.0006255864873318737
-271,0.0006255864873318737
-44,0.0006255864873318737
-273,0.0006255864873318737
-104,0.0006255864873318737
-102,0.0006255864873318737
-100,0.0006255864873318737
-96,0.0006255864873318737
-70,0.0006255864873318737
-86,0.0006255864873318737
-78,0.0006255864873318737
-58,0.0006255864873318737
-397,0.0006255864873318737
-359,0.0006255864873318737
-167,0.0006255864873318737
-132,0.0006255864873318737
-136,0.0006255864873318737
-138,0.0006255864873318737
-36,0.0006255864873318737
-177,0.0006255864873318737
-189,0.0006255864873318737
-150,0.0006255864873318737
-156,0.0006255864873318737
-50,0.0006255864873318737
-284,0.00031279324366593683
-302,0.00031279324366593683
-338,0.00031279324366593683
-362,0.00031279324366593683
-72,0.00031279324366593683
-368,0.00031279324366593683
-268,0.00031279324366593683
-370,0.00031279324366593683
-278,0.00031279324366593683
-310,0.00031279324366593683
-360,0.00031279324366593683
-54,0.00031279324366593683
-314,0.00031279324366593683
-356,0.00031279324366593683
-348,0.00031279324366593683
-318,0.00031279324366593683
-320,0.00031279324366593683
-346,0.00031279324366593683
-326,0.00031279324366593683
-334,0.00031279324366593683
-56,0.00031279324366593683
-376,0.00031279324366593683
-262,0.00031279324366593683
-82,0.00031279324366593683
-214,0.00031279324366593683
-158,0.00031279324366593683
-164,0.00031279324366593683
-154,0.00031279324366593683
-152,0.00031279324366593683
-180,0.00031279324366593683
-148,0.00031279324366593683
-146,0.00031279324366593683
-40,0.00031279324366593683
-142,0.00031279324366593683
-212,0.00031279324366593683
-126,0.00031279324366593683
-124,0.00031279324366593683
-220,0.00031279324366593683
-88,0.00031279324366593683
-226,0.00031279324366593683
-118,0.00031279324366593683
-114,0.00031279324366593683
-34,0.00031279324366593683
-110,0.00031279324366593683
-106,0.00031279324366593683
-230,0.00031279324366593683
-234,0.00031279324366593683
-160,0.00031279324366593683
-264,0.00031279324366593683
-92,0.00031279324366593683
-90,0.00031279324366593683
-374,0.00031279324366593683
-583,0.00031279324366593683
-392,0.00031279324366593683
-315,0.00031279324366593683
-311,0.00031279324366593683
-309,0.00031279324366593683
-305,0.00031279324366593683
-303,0.00031279324366593683
-301,0.00031279324366593683
-299,0.00031279324366593683
-293,0.00031279324366593683
-289,0.00031279324366593683
-287,0.00031279324366593683
-285,0.00031279324366593683
-277,0.00031279324366593683
-267,0.00031279324366593683
-261,0.00031279324366593683
-243,0.00031279324366593683
-241,0.00031279324366593683
-233,0.00031279324366593683
-229,0.00031279324366593683
-227,0.00031279324366593683
-225,0.00031279324366593683
-215,0.00031279324366593683
-209,0.00031279324366593683
-205,0.00031279324366593683
-201,0.00031279324366593683
-197,0.00031279324366593683
-191,0.00031279324366593683
-313,0.00031279324366593683
-321,0.00031279324366593683
-181,0.00031279324366593683
-323,0.00031279324366593683
-539,0.00031279324366593683
-537,0.00031279324366593683
-535,0.00031279324366593683
-525,0.00031279324366593683
-501,0.00031279324366593683
-453,0.00031279324366593683
-445,0.00031279324366593683
-439,0.00031279324366593683
-435,0.00031279324366593683
-429,0.00031279324366593683
-427,0.00031279324366593683
-423,0.00031279324366593683
-419,0.00031279324366593683
-411,0.00031279324366593683
-409,0.00031279324366593683
-403,0.00031279324366593683
-379,0.00031279324366593683
-377,0.00031279324366593683
-375,0.00031279324366593683
-365,0.00031279324366593683
-355,0.00031279324366593683
-343,0.00031279324366593683
-341,0.00031279324366593683
-337,0.00031279324366593683
-325,0.00031279324366593683
-183,0.00031279324366593683
-169,0.00031279324366593683
-406,0.00031279324366593683
-19,0.00031279324366593683
-584,0.00031279324366593683
-564,0.00031279324366593683
-548,0.00031279324366593683
-545,0.00031279324366593683
-532,0.00031279324366593683
-528,0.00031279324366593683
-526,0.00031279324366593683
-522,0.00031279324366593683
-520,0.00031279324366593683
-518,0.00031279324366593683
-516,0.00031279324366593683
-492,0.00031279324366593683
