,vis
10.0,0.7494526118235846
7.0,0.039724741945573974
5.0,0.0390991554582421
9.0,0.03628401626524867
8.0,0.03534563653425086
6.0,0.034720050046918985
4.0,0.0237722865186112
3.0,0.022208320300281515
2.0,0.013450109477635284
1.0,0.005317485142320926
69.0,0.00031279324366593683
0.5,0.00031279324366593683
