,wx_phrase
Fair,0.6537378792618079
Cloudy,0.2436659368157648
Mostly Cloudy,0.05911792305286206
Partly Cloudy,0.0390991554582421
Cloudy / Windy,0.0028151391929934315
Fair / Windy,0.0015639662183296842
