,gust
16.0,0.0059430716296528
18.0,0.005317485142320926
17.0,0.004379105411323116
21.0,0.004066312167657179
25.0,0.003753518923991242
20.0,0.003440725680325305
22.0,0.0028151391929934315
23.0,0.0028151391929934315
26.0,0.0025023459493274947
24.0,0.002189552705661558
29.0,0.002189552705661558
28.0,0.002189552705661558
30.0,0.0012511729746637473
33.0,0.0009383797309978105
31.0,0.0009383797309978105
35.0,0.0006255864873318737
32.0,0.00031279324366593683
