valid_time_gmt,temp
2009-11-09 13:30:00,93.0
2009-11-09 14:00:00,93.0
2009-11-09 14:30:00,93.0
2009-11-09 15:00:00,93.0
2009-11-09 15:30:00,93.0
2009-11-09 16:00:00,93.0
2009-11-09 16:30:00,93.0
2009-11-09 17:00:00,93.0
2009-11-10 11:30:00,93.0
2009-11-10 12:00:00,93.0
2009-11-10 12:30:00,93.0
2009-11-10 13:00:00,93.0
2009-11-10 13:30:00,95.0
2009-11-10 14:00:00,95.0
2009-11-10 14:30:00,95.0
2009-11-10 15:00:00,95.0
2009-11-10 15:30:00,93.0
2009-11-10 16:00:00,93.0
2009-11-10 16:30:00,93.0
2009-11-10 17:00:00,93.0
2009-11-11 15:00:00,93.0
2009-11-11 15:30:00,93.0
2009-11-11 16:00:00,93.0
2009-11-20 09:30:00,93.0
2009-11-20 10:00:00,95.0
2009-11-20 10:30:00,95.0
2009-11-20 11:00:00,95.0
2009-11-20 11:30:00,97.0
2009-11-20 12:00:00,99.0
2009-11-20 12:30:00,99.0
2009-11-20 13:00:00,99.0
2009-11-20 13:30:00,100.0
2009-11-20 13:52:00,97.0
2009-11-20 14:00:00,93.0
2009-12-16 11:30:00,93.0
2009-12-16 12:00:00,95.0
2009-12-16 12:06:00,95.0
2009-12-16 12:30:00,95.0
2009-12-16 13:00:00,97.0
2009-12-16 13:28:00,97.0
2009-12-16 13:56:00,97.0
2009-12-16 14:30:00,99.0
2009-12-16 15:00:00,99.0
2009-12-16 15:25:00,100.0
2009-12-16 15:30:00,99.0
2009-12-16 16:00:00,97.0
2009-12-16 16:30:00,97.0
2009-12-16 17:00:00,97.0
2009-12-16 17:30:00,97.0
2009-12-16 18:00:00,97.0
2009-12-16 19:00:00,93.0
2009-12-16 19:30:00,93.0
2009-12-23 12:00:00,93.0
2009-12-23 12:30:00,95.0
2009-12-23 13:00:00,97.0
2009-12-23 13:30:00,95.0
2009-12-23 13:33:00,95.0
2009-12-23 14:00:00,97.0
2009-12-23 14:30:00,95.0
2009-12-23 15:00:00,97.0
2009-12-23 15:30:00,99.0
2009-12-23 16:00:00,97.0
2009-12-23 17:00:00,99.0
2009-12-23 19:00:00,97.0
2009-12-23 19:30:00,95.0
2009-12-30 12:30:00,93.0
2009-12-30 13:00:00,95.0
2009-12-30 13:30:00,95.0
2009-12-30 14:00:00,95.0
2009-12-30 14:30:00,97.0
2009-12-30 15:00:00,97.0
2009-12-30 15:30:00,97.0
2009-12-30 16:00:00,97.0
2009-12-30 16:30:00,97.0
2009-12-30 17:00:00,99.0
2009-12-30 17:30:00,97.0
2009-12-30 18:00:00,97.0
2009-12-30 18:30:00,97.0
2009-12-30 19:00:00,97.0
2009-12-30 19:30:00,95.0
2009-12-31 12:35:00,93.0
2009-12-31 13:30:00,95.0
2009-12-31 14:00:00,93.0
2009-12-31 14:30:00,95.0
2009-12-31 15:00:00,95.0
2009-12-31 15:30:00,95.0
2009-12-31 16:00:00,95.0
2009-12-31 16:10:00,95.0
2009-12-31 16:30:00,95.0
2009-12-31 17:00:00,95.0
2009-12-31 17:30:00,95.0
2009-12-31 17:46:00,95.0
2009-12-31 18:00:00,95.0
2009-12-31 18:30:00,95.0
2009-12-31 19:00:00,95.0
2009-12-31 19:30:00,93.0
2010-01-08 15:30:00,93.0
2010-01-08 16:30:00,93.0
2010-01-08 17:00:00,93.0
2010-01-08 18:00:00,93.0
2010-01-08 18:30:00,93.0
2010-01-08 19:00:00,93.0
2010-01-09 10:34:00,95.0
2010-01-09 11:02:00,97.0
2010-01-09 11:30:00,99.0
2010-01-09 12:00:00,99.0
2010-01-09 12:30:00,100.0
2010-01-09 13:00:00,100.0
2010-01-11 11:00:00,93.0
2010-01-11 11:07:00,93.0
2010-01-11 11:30:00,95.0
2010-01-11 12:00:00,99.0
2010-01-11 12:30:00,100.0
2010-01-11 13:00:00,102.0
2010-01-11 13:30:00,104.0
2010-01-11 14:04:00,106.0
2010-01-11 14:30:00,106.0
2010-01-11 15:00:00,106.0
2010-01-11 15:30:00,108.0
2010-01-11 16:00:00,108.0
2010-01-11 16:30:00,108.0
2010-01-11 17:00:00,106.0
2010-01-11 17:30:00,108.0
2010-01-11 18:00:00,106.0
2010-01-11 18:30:00,106.0
2010-01-11 19:00:00,102.0
2010-01-11 19:30:00,100.0
2010-01-11 20:00:00,99.0
2010-01-11 20:30:00,97.0
2010-01-11 21:00:00,95.0
2010-01-11 21:30:00,95.0
2010-01-11 22:30:00,93.0
2010-01-11 23:00:00,95.0
2010-01-11 23:30:00,95.0
2010-01-12 00:00:00,93.0
2010-01-12 00:30:00,93.0
2010-01-12 01:00:00,93.0
2010-01-12 01:30:00,93.0
2010-01-12 05:30:00,93.0
2010-01-12 06:00:00,93.0
2010-01-12 14:00:00,93.0
2010-01-12 14:29:00,93.0
2010-01-12 15:00:00,93.0
2010-01-22 13:30:00,93.0
2010-01-22 14:00:00,93.0
2010-01-22 14:30:00,93.0
2010-01-22 15:00:00,93.0
2010-01-22 15:34:00,95.0
2010-01-22 15:50:00,93.0
2010-01-22 16:00:00,93.0
2010-01-22 16:30:00,95.0
2010-01-22 17:00:00,99.0
2010-01-22 17:13:00,99.0
2010-01-22 17:30:00,99.0
2010-01-22 17:48:00,99.0
2010-01-22 18:00:00,100.0
2010-01-22 18:30:00,99.0
2010-01-22 19:30:00,93.0
2010-01-22 20:00:00,93.0
2010-01-22 20:30:00,95.0
2010-01-22 21:00:00,93.0
2010-01-30 14:35:00,93.0
2010-01-30 15:00:00,95.0
2010-01-30 15:30:00,95.0
2010-01-30 16:02:00,97.0
2010-01-30 16:30:00,95.0
2010-01-30 17:00:00,95.0
2010-01-30 17:30:00,95.0
2010-01-30 18:00:00,97.0
2010-01-30 18:30:00,95.0
2010-01-30 19:00:00,95.0
2010-01-30 19:30:00,95.0
2010-01-30 20:00:00,93.0
2010-01-31 13:00:00,93.0
2010-01-31 13:34:00,93.0
2010-01-31 14:00:00,95.0
2010-01-31 14:30:00,95.0
2010-01-31 14:41:00,97.0
2010-01-31 15:00:00,95.0
2010-01-31 15:30:00,95.0
2010-01-31 16:00:00,93.0
2010-02-02 14:30:00,93.0
2010-02-02 15:00:00,93.0
2010-02-02 15:30:00,93.0
2010-02-02 16:00:00,93.0
2010-02-02 16:30:00,93.0
2010-02-03 15:30:00,93.0
2010-02-03 16:00:00,93.0
2010-02-03 16:30:00,93.0
2010-02-03 17:00:00,93.0
2010-02-08 14:30:00,93.0
2010-02-08 15:00:00,93.0
2010-02-08 15:30:00,95.0
2010-02-08 16:00:00,95.0
2010-02-08 16:30:00,95.0
2010-02-08 17:00:00,95.0
2010-02-08 17:30:00,93.0
2010-02-09 11:30:00,93.0
2010-02-09 14:00:00,93.0
2010-02-09 14:12:00,93.0
2010-02-10 12:30:00,93.0
2010-02-20 14:31:00,93.0
2010-12-31 11:30:00,95.0
2010-12-31 12:00:00,97.0
2010-12-31 12:30:00,95.0
2010-12-31 13:00:00,95.0
2010-12-31 13:30:00,97.0
2010-12-31 14:00:00,99.0
2010-12-31 14:30:00,100.0
2010-12-31 15:00:00,102.0
2010-12-31 15:30:00,104.0
2010-12-31 16:00:00,102.0
2010-12-31 16:30:00,104.0
2010-12-31 16:32:00,104.0
2010-12-31 17:00:00,102.0
2010-12-31 17:30:00,102.0
