valid_time_gmt,wspd
2009-05-25 09:30:00,33.0
2009-05-25 11:30:00,33.0
2009-06-09 15:03:00,37.0
2009-06-13 01:55:00,33.0
2009-06-13 02:00:00,33.0
2009-06-13 02:30:00,37.0
2009-06-13 03:00:00,36.0
2009-06-30 11:30:00,33.0
2009-06-30 12:00:00,36.0
2009-06-30 13:00:00,40.0
2009-06-30 13:30:00,38.0
2009-06-30 14:00:00,37.0
2009-07-11 04:30:00,36.0
2009-07-11 07:30:00,33.0
2009-07-11 08:00:00,38.0
2009-07-11 08:06:00,37.0
2009-07-11 08:30:00,37.0
2009-07-11 08:34:00,37.0
2009-07-11 10:30:00,35.0
2009-07-11 11:00:00,33.0
2009-07-11 11:30:00,36.0
2009-07-11 12:00:00,40.0
2009-07-11 12:13:00,40.0
2009-07-11 12:30:00,40.0
2009-07-11 12:53:00,45.0
2009-07-11 13:00:00,43.0
2009-07-11 13:30:00,48.0
2009-07-11 14:00:00,47.0
2009-07-11 14:30:00,46.0
2009-07-11 14:50:00,39.0
2009-07-11 15:00:00,36.0
2009-07-20 09:44:00,33.0
2009-07-20 10:00:00,33.0
2009-07-20 10:30:00,33.0
2009-07-20 11:30:00,33.0
2009-07-20 12:00:00,35.0
2009-07-21 04:30:00,33.0
2009-07-21 04:43:00,33.0
2009-07-21 09:16:00,33.0
2009-07-21 09:30:00,33.0
2009-07-21 10:30:00,37.0
2009-07-21 11:30:00,33.0
2009-07-21 15:00:00,33.0
2009-08-03 01:38:00,43.0
2009-08-06 06:48:00,33.0
2009-08-06 07:00:00,33.0
2009-08-06 09:37:00,33.0
2009-08-06 10:30:00,33.0
2009-08-06 11:00:00,35.0
2009-08-06 11:05:00,35.0
2009-08-06 11:30:00,33.0
2009-08-06 21:00:00,33.0
2009-08-15 06:30:00,36.0
2009-08-15 07:00:00,36.0
2009-08-15 07:30:00,38.0
2009-08-15 08:00:00,37.0
2009-08-15 08:30:00,36.0
2009-08-15 09:00:00,38.0
2009-08-15 09:30:00,40.0
2009-08-15 10:00:00,37.0
2009-08-15 10:30:00,33.0
2009-08-15 11:00:00,35.0
2009-08-15 11:30:00,33.0
2009-08-15 12:00:00,35.0
2009-08-15 12:30:00,36.0
2009-08-15 13:00:00,36.0
2009-08-15 13:30:00,35.0
2009-08-15 14:00:00,38.0
2009-08-15 14:30:00,37.0
2009-08-15 15:00:00,37.0
2009-08-15 15:30:00,36.0
2009-08-15 16:00:00,38.0
2009-08-15 16:30:00,35.0
2009-08-15 17:00:00,38.0
2009-08-15 17:30:00,37.0
2009-08-15 18:00:00,35.0
2009-08-15 18:30:00,37.0
2009-08-15 19:00:00,35.0
2009-08-15 19:30:00,37.0
2009-08-15 19:52:00,33.0
2009-08-15 20:00:00,33.0
2009-08-15 20:33:00,33.0
2009-08-15 21:00:00,37.0
2009-08-15 21:30:00,36.0
2009-08-15 22:00:00,35.0
2009-08-15 22:30:00,36.0
2009-08-15 22:41:00,37.0
2009-08-15 23:00:00,38.0
2009-08-15 23:16:00,36.0
2009-08-15 23:30:00,37.0
2009-08-16 00:00:00,41.0
2009-08-16 00:30:00,40.0
2009-08-16 01:00:00,41.0
2009-08-16 01:30:00,35.0
2009-08-16 02:00:00,36.0
2009-08-16 02:47:00,40.0
2009-08-16 03:00:00,37.0
2009-08-16 05:22:00,45.0
2009-08-16 05:30:00,40.0
2009-08-16 06:00:00,40.0
2009-08-16 06:30:00,33.0
2009-08-16 06:55:00,46.0
2009-08-16 07:00:00,47.0
2009-08-16 07:40:00,33.0
2009-08-16 08:00:00,36.0
2009-08-16 08:30:00,37.0
2009-08-16 09:17:00,37.0
2009-08-16 09:22:00,40.0
2009-08-16 09:30:00,43.0
2009-08-16 09:36:00,40.0
2009-08-16 10:00:00,47.0
2009-08-16 10:30:00,38.0
2009-08-16 11:00:00,39.0
2009-08-16 18:05:00,36.0
2009-08-21 10:12:00,45.0
2009-08-21 10:18:00,43.0
2009-08-21 10:26:00,40.0
2009-08-21 10:30:00,35.0
2009-08-21 13:06:00,33.0
2009-08-21 14:00:00,33.0
2009-08-21 16:32:00,35.0
2009-08-21 17:44:00,36.0
2009-08-25 17:18:00,41.0
2009-08-25 17:33:00,33.0
2009-08-25 19:15:00,33.0
2009-08-25 19:30:00,33.0
2009-08-25 21:00:00,35.0
2009-09-03 01:00:00,35.0
2009-09-03 10:00:00,33.0
2009-09-03 10:30:00,33.0
2009-09-11 07:30:00,33.0
2009-09-11 08:30:00,33.0
2009-09-11 08:41:00,33.0
2009-09-11 09:00:00,36.0
2009-09-11 09:13:00,36.0
2009-09-11 10:00:00,35.0
2009-09-11 10:30:00,40.0
2009-09-11 10:40:00,40.0
2009-09-11 11:00:00,45.0
2009-09-11 11:30:00,44.0
2009-09-11 12:00:00,44.0
